service_center,appointment_type,channel,scheduled_date,technician_utilization_pct,outcome_status
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-05-08,89.5,Cancelled
"Chicago, IL",Alignment,Mobile Service,2026-05-08,63.3,Completed
"Fremont, CA",12V Battery Service,Service Center,2026-05-09,76.8,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Service Center,2026-05-09,25.1,Cancelled
"Denver, CO",Alignment,Service Center,2026-05-09,61.9,Rescheduled
"Seattle, WA",12V Battery Service,Service Center,2026-05-09,75.5,Cancelled
"Chicago, IL",Alignment,Service Center,2026-05-09,100.0,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-05-09,70.8,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Mobile Service,2026-05-09,92.7,Cancelled
"Toronto, ON",Collision Repair,Service Center,2026-05-09,67.9,Completed
"Chicago, IL",Alignment,Mobile Service,2026-05-09,73.6,Cancelled
"Denver, CO",Tire Rotation,Mobile Service,2026-05-09,65.0,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-05-09,69.7,Rescheduled
"Seattle, WA",Warranty Repair,Service Center,2026-05-09,100.0,Completed
"Toronto, ON",12V Battery Service,Mobile Service,2026-05-09,74.2,Cancelled
"Chicago, IL",Alignment,Service Center,2026-05-09,80.9,Cancelled
"Seattle, WA",Collision Repair,Service Center,2026-05-09,63.3,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-05-09,53.3,Rescheduled
"Seattle, WA",Warranty Repair,Mobile Service,2026-05-09,92.4,Cancelled
"Fremont, CA",Alignment,Collision Center,2026-05-09,86.8,Cancelled
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-05-09,65.5,Completed
"Chicago, IL",Collision Repair,Service Center,2026-05-09,74.2,Rescheduled
"Denver, CO",Collision Repair,Service Center,2026-05-09,76.7,Completed
"Seattle, WA",Collision Repair,Service Center,2026-05-09,59.8,Cancelled
"Chicago, IL",Collision Repair,Mobile Service,2026-05-09,94.2,Completed
"Chicago, IL",Tire Rotation,Service Center,2026-05-09,97.2,Cancelled
"Toronto, ON",Collision Repair,Service Center,2026-05-09,56.4,Cancelled
"Chicago, IL",Tire Rotation,Service Center,2026-05-09,79.6,Completed
"Fremont, CA",Alignment,Service Center,2026-05-09,66.9,Completed
"Chicago, IL",Tire Rotation,Service Center,2026-05-09,39.5,Completed
"Fremont, CA",Alignment,Service Center,2026-05-09,76.5,Completed
"Chicago, IL",12V Battery Service,Service Center,2026-05-09,84.0,Cancelled
"Chicago, IL",Warranty Repair,Service Center,2026-05-09,66.9,Completed
"Toronto, ON",Brake Fluid/Caliper Service,Collision Center,2026-05-09,86.5,Cancelled
"Fremont, CA",12V Battery Service,Mobile Service,2026-05-09,55.6,Completed
"Seattle, WA",Collision Repair,Service Center,2026-05-09,94.6,Cancelled
"Fremont, CA",Alignment,Mobile Service,2026-05-09,74.6,Completed
"Austin, TX",Warranty Repair,Service Center,2026-05-09,56.4,Completed
"Austin, TX",Brake Fluid/Caliper Service,Service Center,2026-05-09,79.3,Completed
"Toronto, ON",Brake Fluid/Caliper Service,Service Center,2026-05-09,49.0,Completed
"Seattle, WA",Alignment,Service Center,2026-05-09,91.2,Completed
"Chicago, IL",12V Battery Service,Service Center,2026-05-09,62.7,Completed
"Chicago, IL",Cabin/HEPA Filter Replacement,Service Center,2026-05-09,63.7,Completed
"Denver, CO",Warranty Repair,Service Center,2026-05-09,82.7,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Mobile Service,2026-05-09,75.7,Cancelled
"Toronto, ON",Tire Rotation,Mobile Service,2026-05-09,64.0,Completed
"Toronto, ON",Cabin/HEPA Filter Replacement,Service Center,2026-05-09,64.2,Completed
"Toronto, ON",Cabin/HEPA Filter Replacement,Service Center,2026-05-09,68.1,Completed
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-05-09,65.8,Cancelled
"Fremont, CA",Brake Fluid/Caliper Service,Mobile Service,2026-05-09,71.1,Completed
"Chicago, IL",Alignment,Service Center,2026-05-09,82.0,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-05-09,100.0,Cancelled
"Seattle, WA",Cabin/HEPA Filter Replacement,Mobile Service,2026-05-09,66.0,Completed
"Chicago, IL",Collision Repair,Service Center,2026-05-09,61.2,Cancelled
"Fremont, CA",Tire Rotation,Service Center,2026-05-09,49.6,Completed
"Austin, TX",Brake Fluid/Caliper Service,Mobile Service,2026-05-09,93.2,Cancelled
"Toronto, ON",Cabin/HEPA Filter Replacement,Service Center,2026-05-09,55.1,Completed
"Seattle, WA",Alignment,Mobile Service,2026-05-09,78.3,Completed
"Toronto, ON",Alignment,Service Center,2026-05-10,86.0,Cancelled
"Chicago, IL",Alignment,Mobile Service,2026-05-10,49.0,Completed
"Denver, CO",Tire Rotation,Service Center,2026-05-10,55.5,Cancelled
"Austin, TX",Brake Fluid/Caliper Service,Service Center,2026-05-10,65.2,Completed
"Seattle, WA",Alignment,Service Center,2026-05-10,52.0,Cancelled
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-05-10,79.5,Cancelled
"Fremont, CA",Alignment,Service Center,2026-05-10,40.1,Completed
"Denver, CO",Warranty Repair,Mobile Service,2026-05-10,47.6,Cancelled
"Seattle, WA",12V Battery Service,Mobile Service,2026-05-10,65.1,Completed
"Fremont, CA",Warranty Repair,Collision Center,2026-05-10,90.7,Cancelled
"Fremont, CA",Alignment,Service Center,2026-05-10,79.7,Cancelled
"Denver, CO",Alignment,Service Center,2026-05-10,79.7,Cancelled
"Denver, CO",Tire Rotation,Service Center,2026-05-10,78.9,Cancelled
"Toronto, ON",Tire Rotation,Mobile Service,2026-05-10,87.1,Cancelled
"Denver, CO",Collision Repair,Mobile Service,2026-05-10,79.1,Completed
"Fremont, CA",Tire Rotation,Service Center,2026-05-10,100.0,Cancelled
"Chicago, IL",Collision Repair,Service Center,2026-05-10,54.8,Completed
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-05-10,81.9,Completed
"Toronto, ON",Tire Rotation,Mobile Service,2026-05-10,81.2,Completed
"Denver, CO",Tire Rotation,Mobile Service,2026-05-10,100.0,Rescheduled
"Chicago, IL",12V Battery Service,Service Center,2026-05-10,61.2,Cancelled
"Chicago, IL",Cabin/HEPA Filter Replacement,Mobile Service,2026-05-10,86.6,Rescheduled
"Toronto, ON",Tire Rotation,Service Center,2026-05-10,88.8,Completed
"Toronto, ON",Tire Rotation,Service Center,2026-05-10,60.4,Completed
"Seattle, WA",Warranty Repair,Mobile Service,2026-05-10,55.7,Completed
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-05-10,98.4,Cancelled
"Seattle, WA",Alignment,Service Center,2026-05-10,78.1,Rescheduled
"Seattle, WA",12V Battery Service,Service Center,2026-05-10,64.0,Completed
"Chicago, IL",Collision Repair,Service Center,2026-05-10,93.8,Cancelled
"Austin, TX",Warranty Repair,Service Center,2026-05-10,59.5,Completed
"Fremont, CA",Alignment,Service Center,2026-05-10,83.2,Rescheduled
"Chicago, IL",Collision Repair,Mobile Service,2026-05-10,97.8,Completed
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-05-10,52.6,Completed
"Fremont, CA",Tire Rotation,Mobile Service,2026-05-10,72.3,Cancelled
"Fremont, CA",Alignment,Service Center,2026-05-10,74.2,Rescheduled
"Seattle, WA",Tire Rotation,Service Center,2026-05-10,40.5,Completed
"Denver, CO",Collision Repair,Service Center,2026-05-10,55.3,Rescheduled
"Toronto, ON",12V Battery Service,Mobile Service,2026-05-10,64.3,Completed
"Seattle, WA",Warranty Repair,Service Center,2026-05-10,51.9,Cancelled
"Seattle, WA",Alignment,Mobile Service,2026-05-10,86.5,Cancelled
"Denver, CO",Cabin/HEPA Filter Replacement,Mobile Service,2026-05-10,66.2,Rescheduled
"Chicago, IL",Tire Rotation,Service Center,2026-05-10,75.5,Cancelled
"Austin, TX",Warranty Repair,Service Center,2026-05-10,55.6,Cancelled
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-05-10,81.0,Completed
"Chicago, IL",Alignment,Service Center,2026-05-10,64.0,Completed
"Fremont, CA",Collision Repair,Service Center,2026-05-10,67.1,Cancelled
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-05-10,69.5,Completed
"Seattle, WA",12V Battery Service,Service Center,2026-05-10,100.0,Cancelled
"Austin, TX",Warranty Repair,Service Center,2026-05-10,84.1,Completed
"Seattle, WA",Collision Repair,Service Center,2026-05-10,66.3,Completed
"Austin, TX",Warranty Repair,Service Center,2026-05-10,88.8,Cancelled
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-05-10,61.5,Completed
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-05-10,63.4,Completed
"Seattle, WA",Collision Repair,Mobile Service,2026-05-10,75.6,Cancelled
"Denver, CO",12V Battery Service,Service Center,2026-05-10,73.3,Completed
"Fremont, CA",12V Battery Service,Service Center,2026-05-10,90.4,Completed
"Denver, CO",Tire Rotation,Service Center,2026-05-10,68.5,Completed
"Austin, TX",Tire Rotation,Mobile Service,2026-05-10,89.0,Completed
"Austin, TX",Warranty Repair,Service Center,2026-05-10,65.6,Rescheduled
"Seattle, WA",Cabin/HEPA Filter Replacement,Mobile Service,2026-05-10,78.2,Cancelled
"Austin, TX",Warranty Repair,Service Center,2026-05-10,92.5,Completed
"Toronto, ON",Alignment,Mobile Service,2026-05-10,95.3,Completed
"Toronto, ON",Collision Repair,Service Center,2026-05-11,85.3,Completed
"Toronto, ON",Warranty Repair,Service Center,2026-05-11,43.1,Completed
"Denver, CO",Warranty Repair,Service Center,2026-05-11,56.2,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-05-11,96.9,Rescheduled
"Denver, CO",12V Battery Service,Service Center,2026-05-11,71.4,Rescheduled
"Denver, CO",Alignment,Service Center,2026-05-11,80.4,Completed
"Chicago, IL",Alignment,Service Center,2026-05-11,58.9,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-05-11,79.2,Completed
"Denver, CO",Collision Repair,Service Center,2026-05-11,81.1,Completed
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-05-11,85.7,Completed
"Austin, TX",Alignment,Service Center,2026-05-11,100.0,Cancelled
"Fremont, CA",Warranty Repair,Service Center,2026-05-11,67.5,Cancelled
"Toronto, ON",Tire Rotation,Service Center,2026-05-11,97.2,Rescheduled
"Fremont, CA",Alignment,Service Center,2026-05-11,89.4,Completed
"Denver, CO",Tire Rotation,Mobile Service,2026-05-11,82.0,Rescheduled
"Fremont, CA",Brake Fluid/Caliper Service,Service Center,2026-05-11,75.8,Cancelled
"Toronto, ON",Alignment,Service Center,2026-05-11,50.6,Completed
"Toronto, ON",Warranty Repair,Mobile Service,2026-05-11,52.2,Completed
"Fremont, CA",Alignment,Mobile Service,2026-05-11,64.9,Completed
"Toronto, ON",Collision Repair,Service Center,2026-05-11,71.0,Rescheduled
"Denver, CO",Cabin/HEPA Filter Replacement,Mobile Service,2026-05-11,58.8,Completed
"Fremont, CA",Alignment,Service Center,2026-05-11,61.7,Cancelled
"Toronto, ON",Alignment,Service Center,2026-05-11,72.6,Cancelled
"Toronto, ON",Tire Rotation,Service Center,2026-05-11,60.9,Completed
"Fremont, CA",Tire Rotation,Mobile Service,2026-05-11,93.5,Cancelled
"Fremont, CA",Tire Rotation,Mobile Service,2026-05-11,59.9,Completed
"Chicago, IL",Alignment,Service Center,2026-05-11,77.8,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Mobile Service,2026-05-11,78.8,Completed
"Seattle, WA",Alignment,Mobile Service,2026-05-11,86.7,Completed
"Seattle, WA",Alignment,Service Center,2026-05-11,78.8,Cancelled
"Denver, CO",Collision Repair,Collision Center,2026-05-11,87.8,Completed
"Chicago, IL",Tire Rotation,Service Center,2026-05-11,100.0,Rescheduled
"Seattle, WA",Alignment,Service Center,2026-05-11,70.3,Completed
"Fremont, CA",Tire Rotation,Mobile Service,2026-05-11,72.9,Completed
"Toronto, ON",Brake Fluid/Caliper Service,Service Center,2026-05-11,81.1,Cancelled
"Toronto, ON",Alignment,Service Center,2026-05-11,52.7,Completed
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-05-11,87.9,Completed
"Seattle, WA",12V Battery Service,Service Center,2026-05-11,63.2,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-05-11,51.4,Completed
"Chicago, IL",Cabin/HEPA Filter Replacement,Collision Center,2026-05-11,100.0,Rescheduled
"Toronto, ON",Warranty Repair,Service Center,2026-05-11,63.4,Completed
"Austin, TX",Tire Rotation,Service Center,2026-05-11,68.8,Completed
"Chicago, IL",Warranty Repair,Mobile Service,2026-05-11,76.0,Completed
"Seattle, WA",Warranty Repair,Mobile Service,2026-05-11,78.7,Completed
"Chicago, IL",12V Battery Service,Mobile Service,2026-05-11,85.6,Rescheduled
"Toronto, ON",Alignment,Service Center,2026-05-11,64.2,Completed
"Austin, TX",12V Battery Service,Service Center,2026-05-11,75.8,Completed
"Chicago, IL",Tire Rotation,Service Center,2026-05-11,59.9,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Mobile Service,2026-05-11,73.9,Completed
"Denver, CO",Alignment,Service Center,2026-05-11,79.9,Cancelled
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-05-11,95.9,Rescheduled
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-05-11,36.5,Completed
"Chicago, IL",Tire Rotation,Mobile Service,2026-05-11,81.1,Rescheduled
"Denver, CO",Alignment,Mobile Service,2026-05-11,71.2,Completed
"Fremont, CA",12V Battery Service,Mobile Service,2026-05-11,80.1,Completed
"Chicago, IL",Collision Repair,Service Center,2026-05-11,83.9,Cancelled
"Toronto, ON",Warranty Repair,Mobile Service,2026-05-11,48.1,Completed
"Toronto, ON",Alignment,Service Center,2026-05-11,78.5,Completed
"Austin, TX",Brake Fluid/Caliper Service,Mobile Service,2026-05-11,99.6,Rescheduled
"Fremont, CA",Collision Repair,Service Center,2026-05-11,90.4,Completed
"Fremont, CA",Warranty Repair,Mobile Service,2026-05-11,56.6,Rescheduled
"Fremont, CA",Tire Rotation,Service Center,2026-05-11,81.1,Completed
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-05-11,77.1,Completed
"Fremont, CA",Tire Rotation,Mobile Service,2026-05-11,67.4,Rescheduled
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-05-11,72.0,Rescheduled
"Seattle, WA",Collision Repair,Service Center,2026-05-11,76.5,Completed
"Austin, TX",12V Battery Service,Mobile Service,2026-05-11,69.8,Completed
"Seattle, WA",Collision Repair,Service Center,2026-05-11,75.4,Completed
"Austin, TX",Warranty Repair,Service Center,2026-05-12,91.6,Rescheduled
"Toronto, ON",Tire Rotation,Mobile Service,2026-05-12,79.8,Completed
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-05-12,55.0,Cancelled
"Seattle, WA",Collision Repair,Service Center,2026-05-12,56.8,Rescheduled
"Fremont, CA",Collision Repair,Service Center,2026-05-12,76.0,Completed
"Seattle, WA",Cabin/HEPA Filter Replacement,Service Center,2026-05-12,51.4,Completed
"Toronto, ON",Alignment,Service Center,2026-05-12,62.7,Completed
"Chicago, IL",Warranty Repair,Service Center,2026-05-12,82.6,Rescheduled
"Austin, TX",Brake Fluid/Caliper Service,Service Center,2026-05-12,83.4,Cancelled
"Chicago, IL",Tire Rotation,Service Center,2026-05-12,41.7,Cancelled
"Fremont, CA",12V Battery Service,Service Center,2026-05-12,90.4,Rescheduled
"Austin, TX",Brake Fluid/Caliper Service,Mobile Service,2026-05-12,68.9,Completed
"Chicago, IL",Alignment,Service Center,2026-05-12,95.3,Cancelled
"Seattle, WA",Tire Rotation,Mobile Service,2026-05-12,60.8,Completed
"Denver, CO",Brake Fluid/Caliper Service,Mobile Service,2026-05-12,79.1,Cancelled
"Austin, TX",Collision Repair,Service Center,2026-05-12,58.1,Completed
"Chicago, IL",Cabin/HEPA Filter Replacement,Mobile Service,2026-05-12,67.3,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-05-12,72.7,Completed
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-05-12,45.8,Completed
"Chicago, IL",Alignment,Service Center,2026-05-12,90.1,Completed
"Austin, TX",Alignment,Service Center,2026-05-12,77.6,Rescheduled
"Chicago, IL",Warranty Repair,Mobile Service,2026-05-12,100.0,Rescheduled
"Denver, CO",Cabin/HEPA Filter Replacement,Mobile Service,2026-05-12,76.3,Cancelled
"Toronto, ON",Cabin/HEPA Filter Replacement,Service Center,2026-05-12,65.3,Completed
"Austin, TX",12V Battery Service,Mobile Service,2026-05-12,69.6,Completed
"Fremont, CA",Alignment,Mobile Service,2026-05-12,100.0,Cancelled
"Toronto, ON",12V Battery Service,Service Center,2026-05-12,69.6,Completed
"Denver, CO",Alignment,Service Center,2026-05-12,53.1,Completed
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-05-12,56.8,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Mobile Service,2026-05-12,100.0,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Collision Center,2026-05-12,78.9,Completed
"Seattle, WA",Alignment,Service Center,2026-05-12,100.0,Cancelled
"Chicago, IL",Warranty Repair,Service Center,2026-05-12,66.3,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Mobile Service,2026-05-12,89.0,Cancelled
"Denver, CO",Cabin/HEPA Filter Replacement,Mobile Service,2026-05-12,61.5,Rescheduled
"Toronto, ON",Collision Repair,Service Center,2026-05-12,58.2,Completed
"Toronto, ON",12V Battery Service,Service Center,2026-05-12,88.8,Completed
"Toronto, ON",Warranty Repair,Service Center,2026-05-12,65.0,Cancelled
"Austin, TX",Brake Fluid/Caliper Service,Service Center,2026-05-12,74.5,Completed
"Fremont, CA",12V Battery Service,Service Center,2026-05-12,87.4,Completed
"Toronto, ON",12V Battery Service,Service Center,2026-05-12,82.1,Rescheduled
"Toronto, ON",Cabin/HEPA Filter Replacement,Service Center,2026-05-12,65.3,Completed
"Chicago, IL",12V Battery Service,Mobile Service,2026-05-12,73.7,Rescheduled
"Seattle, WA",Cabin/HEPA Filter Replacement,Service Center,2026-05-12,84.7,Completed
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-05-12,79.6,Rescheduled
"Denver, CO",Tire Rotation,Service Center,2026-05-12,53.9,Rescheduled
"Austin, TX",Warranty Repair,Service Center,2026-05-12,50.8,Completed
"Chicago, IL",Collision Repair,Service Center,2026-05-12,72.8,Completed
"Fremont, CA",Alignment,Mobile Service,2026-05-12,98.4,Cancelled
"Denver, CO",Tire Rotation,Service Center,2026-05-12,92.1,Cancelled
"Chicago, IL",Alignment,Mobile Service,2026-05-12,76.7,Cancelled
"Chicago, IL",12V Battery Service,Mobile Service,2026-05-12,75.7,Rescheduled
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-05-12,76.5,Cancelled
"Toronto, ON",Tire Rotation,Service Center,2026-05-12,51.7,Completed
"Chicago, IL",Warranty Repair,Service Center,2026-05-12,47.8,Completed
"Austin, TX",Warranty Repair,Service Center,2026-05-12,77.7,Completed
"Austin, TX",12V Battery Service,Mobile Service,2026-05-12,73.7,Completed
"Seattle, WA",Alignment,Service Center,2026-05-13,63.8,Completed
"Austin, TX",Collision Repair,Mobile Service,2026-05-13,44.7,Rescheduled
"Fremont, CA",Alignment,Service Center,2026-05-13,44.3,Completed
"Fremont, CA",Tire Rotation,Service Center,2026-05-13,79.3,Rescheduled
"Toronto, ON",Brake Fluid/Caliper Service,Service Center,2026-05-13,100.0,Cancelled
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-05-13,70.0,Rescheduled
"Denver, CO",Alignment,Service Center,2026-05-13,63.5,Completed
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-05-13,70.2,Cancelled
"Denver, CO",Warranty Repair,Service Center,2026-05-13,43.9,Completed
"Toronto, ON",Cabin/HEPA Filter Replacement,Mobile Service,2026-05-13,77.8,Rescheduled
"Fremont, CA",Collision Repair,Mobile Service,2026-05-13,72.8,Cancelled
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-05-13,66.6,Completed
"Chicago, IL",Collision Repair,Service Center,2026-05-13,65.5,Completed
"Austin, TX",Alignment,Service Center,2026-05-13,76.0,Rescheduled
"Chicago, IL",Cabin/HEPA Filter Replacement,Mobile Service,2026-05-13,80.0,Cancelled
